1,in_use,,,Opcode,prependage,appendage,Specific,variant,comments,,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,,31:30:29:28:27:26:25:24:23:22:21:20:19:18:17:16:15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,,Binary,,NAME,//		Opcode                                                          	BINARY    	OPCODE    	comments,//		BINARY    	Opcode    	Opcode	comments
379,,,,MSUB,,x,,X,,,1,0,0,1,1,0,1,1,0,0,0,Rm,,,,,1,Ra,,,,,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:Ra:::::Rn:::::Rd::::,,0x9B008000,,"msubx,                                                  ","		msubx,                                                  	/* 0x9B008000	MSUB      	 */","		0x9B008000,	/* MSUB      	msubx	 */"
380,,,,SMSUBL,,,,,,,1,0,0,1,1,0,1,1,0,0,1,Rm,,,,,1,Ra,,,,,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:Ra:::::Rn:::::Rd::::,,0x9B208000,,"smsubl,                                                 ","		smsubl,                                                 	/* 0x9B208000	SMSUBL    	 */","		0x9B208000,	/* SMSUBL    	smsubl	 */"
381,,,,UMSUBL,,,,,,,1,0,0,1,1,0,1,1,1,0,1,Rm,,,,,1,Ra,,,,,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:Ra:::::Rn:::::Rd::::,,0x9BA08000,,"umsubl,                                                 ","		umsubl,                                                 	/* 0x9BA08000	UMSUBL    	 */","		0x9BA08000,	/* UMSUBL    	umsubl	 */"
382,,,,SMULH,,,,,,,1,0,0,1,1,0,1,1,0,1,0,Rm,,,,,0,Ra,,,,,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:Ra:::::Rn:::::Rd::::,,0x9B400000,,"smulh,                                                  ","		smulh,                                                  	/* 0x9B400000	SMULH     	 */","		0x9B400000,	/* SMULH     	smulh	 */"
383,,,,UMULH,,,,,,,1,0,0,1,1,0,1,1,1,1,0,Rm,,,,,0,Ra,,,,,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:Ra:::::Rn:::::Rd::::,,0x9BC00000,,"umulh,                                                  ","		umulh,                                                  	/* 0x9BC00000	UMULH     	 */","		0x9BC00000,	/* UMULH     	umulh	 */"
384,,,Data-processing (2 source),,,,,,,,sf,0,S,1,1,0,1,0,1,1,0,Rm,,,,,opcode,,,,,,Rn,,,,,Rd,,,,,,,,,,,	/* Data-processing (2 source) */,	/* Data-processing (2 source) */
385,,,,CRC32X,,,,,,,1,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,1,0,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x9AC04C00,,"crc32x,                                                 ","		crc32x,                                                 	/* 0x9AC04C00	CRC32X    	 */","		0x9AC04C00,	/* CRC32X    	crc32x	 */"
386,,,,CRC32CX,,,,,,,1,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,1,0,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x9AC05C00,,"crc32cx,                                                ","		crc32cx,                                                	/* 0x9AC05C00	CRC32CX   	 */","		0x9AC05C00,	/* CRC32CX   	crc32cx	 */"
387,,,,CRC32B,,,,,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,1,0,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC04000,,"crc32b,                                                 ","		crc32b,                                                 	/* 0x1AC04000	CRC32B    	 */","		0x1AC04000,	/* CRC32B    	crc32b	 */"
388,,,,CRC32CB,,,,,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,1,0,1,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC05000,,"crc32cb,                                                ","		crc32cb,                                                	/* 0x1AC05000	CRC32CB   	 */","		0x1AC05000,	/* CRC32CB   	crc32cb	 */"
389,,,,CRC32H,,,,,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,1,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC04400,,"crc32h,                                                 ","		crc32h,                                                 	/* 0x1AC04400	CRC32H    	 */","		0x1AC04400,	/* CRC32H    	crc32h	 */"
390,,,,CRC32CH,,,,,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,1,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC05400,,"crc32ch,                                                ","		crc32ch,                                                	/* 0x1AC05400	CRC32CH   	 */","		0x1AC05400,	/* CRC32CH   	crc32ch	 */"
391,,,,CRC32W,,,,,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC04800,,"crc32w,                                                 ","		crc32w,                                                 	/* 0x1AC04800	CRC32W    	 */","		0x1AC04800,	/* CRC32W    	crc32w	 */"
392,,,,CRC32CW,,,,,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC05800,,"crc32cw,                                                ","		crc32cw,                                                	/* 0x1AC05800	CRC32CW   	 */","		0x1AC05800,	/* CRC32CW   	crc32cw	 */"
393,,,,UDIV,,w,,W,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC00800,,"udivw,                                                  ","		udivw,                                                  	/* 0x1AC00800	UDIV      	 */","		0x1AC00800,	/* UDIV      	udivw	 */"
394,,,,UDIV,,x,,X,,,1,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x9AC00800,,"udivx,                                                  ","		udivx,                                                  	/* 0x9AC00800	UDIV      	 */","		0x9AC00800,	/* UDIV      	udivx	 */"
395,,,,SDIV,,w,,W,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC00C00,,"sdivw,                                                  ","		sdivw,                                                  	/* 0x1AC00C00	SDIV      	 */","		0x1AC00C00,	/* SDIV      	sdivw	 */"
396,,,,SDIV,,x,,X,,,1,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x9AC00C00,,"sdivx,                                                  ","		sdivx,                                                  	/* 0x9AC00C00	SDIV      	 */","		0x9AC00C00,	/* SDIV      	sdivx	 */"
397,,,,LSLV,,w,,W,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,1,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC02000,,"lslvw,                                                  ","		lslvw,                                                  	/* 0x1AC02000	LSLV      	 */","		0x1AC02000,	/* LSLV      	lslvw	 */"
398,,,,LSLV,,x,,X,,,1,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,1,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x9AC02000,,"lslvx,                                                  ","		lslvx,                                                  	/* 0x9AC02000	LSLV      	 */","		0x9AC02000,	/* LSLV      	lslvx	 */"
399,,,,LSRV,,w,,W,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,1,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC02400,,"lsrvw,                                                  ","		lsrvw,                                                  	/* 0x1AC02400	LSRV      	 */","		0x1AC02400,	/* LSRV      	lsrvw	 */"
400,,,,LSRV,,x,,X,,,1,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,1,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x9AC02400,,"lsrvx,                                                  ","		lsrvx,                                                  	/* 0x9AC02400	LSRV      	 */","		0x9AC02400,	/* LSRV      	lsrvx	 */"
401,,,,ASRV,,w,,W,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC02800,,"asrvw,                                                  ","		asrvw,                                                  	/* 0x1AC02800	ASRV      	 */","		0x1AC02800,	/* ASRV      	asrvw	 */"
402,,,,ASRV,,x,,X,,,1,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x9AC02800,,"asrvx,                                                  ","		asrvx,                                                  	/* 0x9AC02800	ASRV      	 */","		0x9AC02800,	/* ASRV      	asrvx	 */"
403,,,,RORV,,w,,W,,,0,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,1,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x1AC02C00,,"rorvw,                                                  ","		rorvw,                                                  	/* 0x1AC02C00	RORV      	 */","		0x1AC02C00,	/* RORV      	rorvw	 */"
404,,,,RORV,,x,,X,,,1,0,0,1,1,0,1,0,1,1,0,Rm,,,,,0,0,1,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x9AC02C00,,"rorvx,                                                  ","		rorvx,                                                  	/* 0x9AC02C00	RORV      	 */","		0x9AC02C00,	/* RORV      	rorvx	 */"
405,,,Data-processing (1 source),,,,,,,,sf,1,S,1,1,0,1,0,1,1,0,opcode2,,,,,opcode,,,,,,Rn,,,,,Rd,,,,,,,,,,,	/* Data-processing (1 source) */,	/* Data-processing (1 source) */
406,,,,RBIT,,w,,W,,,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5AC00000,,"rbitw,                                                  ","		rbitw,                                                  	/* 0x5AC00000	RBIT      	 */","		0x5AC00000,	/* RBIT      	rbitw	 */"
407,,,,RBIT,,x,,X,,,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0xDAC00000,,"rbitx,                                                  ","		rbitx,                                                  	/* 0xDAC00000	RBIT      	 */","		0xDAC00000,	/* RBIT      	rbitx	 */"
408,,,,CLZ,,w,,W,,,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5AC01000,,"clzw,                                                   ","		clzw,                                                   	/* 0x5AC01000	CLZ       	 */","		0x5AC01000,	/* CLZ       	clzw	 */"
409,,,,CLZ,,x,,X,,,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0xDAC01000,,"clzx,                                                   ","		clzx,                                                   	/* 0xDAC01000	CLZ       	 */","		0xDAC01000,	/* CLZ       	clzx	 */"
410,,,,CLS,,w,,W,,,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5AC01400,,"clsw,                                                   ","		clsw,                                                   	/* 0x5AC01400	CLS       	 */","		0x5AC01400,	/* CLS       	clsw	 */"
411,,,,CLS,,x,,X,,,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0xDAC01400,,"clsx,                                                   ","		clsx,                                                   	/* 0xDAC01400	CLS       	 */","		0xDAC01400,	/* CLS       	clsx	 */"
412,,,,REV,,w,,W,,,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5AC00800,,"revw,                                                   ","		revw,                                                   	/* 0x5AC00800	REV       	 */","		0x5AC00800,	/* REV       	revw	 */"
413,,,,REV,,x,,X,,,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0xDAC00C00,,"revx,                                                   ","		revx,                                                   	/* 0xDAC00C00	REV       	 */","		0xDAC00C00,	/* REV       	revx	 */"
414,,,,REV16,,w,,W,,,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0xDAC00400,,"rev16w,                                                 ","		rev16w,                                                 	/* 0xDAC00400	REV16     	 */","		0xDAC00400,	/* REV16     	rev16w	 */"
415,,,,REV16,,x,,X,,,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5AC00400,,"rev16x,                                                 ","		rev16x,                                                 	/* 0x5AC00400	REV16     	 */","		0x5AC00400,	/* REV16     	rev16x	 */"
416,,,,REV32,,,,,,,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0xDAC00800,,"rev32,                                                  ","		rev32,                                                  	/* 0xDAC00800	REV32     	 */","		0xDAC00800,	/* REV32     	rev32	 */"
417,//,Data Processing – SIMD and floating point,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/* Data Processing – SIMD and floating point */,/* Data Processing – SIMD and floating point */
418,//,,Floating-point<->fixed-point conversions,,,,,,,,sf,0,S,1,1,1,1,0,type,,0,rmode,,opcode,,,scale,,,,,,Rn,,,,,Rd,,,,,,,,,,,	/* Floating-point<->fixed-point conversions */,	/* Floating-point<->fixed-point conversions */
419,//,,,SCVTF,v,scalar_fixed_point_32_bit_to_single_precision,scalar_fixed_point,32_bit_to_single_precision,,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x1E020000,,"vscvtfscalar_fixed_point_32_bit_to_single_precision,    ","//		vscvtfscalar_fixed_point_32_bit_to_single_precision,    	/* 0x1E020000	SCVTF     	 */","//		0x1E020000,	/* SCVTF     	vscvtfscalar_fixed_point_32_bit_to_single_precision	 */"
420,//,,,UCVTF,v,scalar_fixed_point_32_bit_to_single_precision,scalar_fixed_point,32_bit_to_single_precision,,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x1E030000,,"vucvtfscalar_fixed_point_32_bit_to_single_precision,    ","//		vucvtfscalar_fixed_point_32_bit_to_single_precision,    	/* 0x1E030000	UCVTF     	 */","//		0x1E030000,	/* UCVTF     	vucvtfscalar_fixed_point_32_bit_to_single_precision	 */"
421,//,,,FCVTZS,v,scalar_fixed_point_Single_precision_to_32_bit,scalar_fixed_point,Single_precision_to_32_bit,,,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x1ED80000,,"vfcvtzsscalar_fixed_point_Single_precision_to_32_bit,   ","//		vfcvtzsscalar_fixed_point_Single_precision_to_32_bit,   	/* 0x1ED80000	FCVTZS    	 */","//		0x1ED80000,	/* FCVTZS    	vfcvtzsscalar_fixed_point_Single_precision_to_32_bit	 */"
422,//,,,FCVTZU,v,scalar_fixed_point_Single_precision_to_32_bit,scalar_fixed_point,Single_precision_to_32_bit,,,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x1ED90000,,"vfcvtzuscalar_fixed_point_Single_precision_to_32_bit,   ","//		vfcvtzuscalar_fixed_point_Single_precision_to_32_bit,   	/* 0x1ED90000	FCVTZU    	 */","//		0x1ED90000,	/* FCVTZU    	vfcvtzuscalar_fixed_point_Single_precision_to_32_bit	 */"
423,//,,,SCVTF,v,scalar_fixed_point_32_bit_to_double_precision,scalar_fixed_point,32_bit_to_double_precision,,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x1E020000,,"vscvtfscalar_fixed_point_32_bit_to_double_precision,    ","//		vscvtfscalar_fixed_point_32_bit_to_double_precision,    	/* 0x1E020000	SCVTF     	 */","//		0x1E020000,	/* SCVTF     	vscvtfscalar_fixed_point_32_bit_to_double_precision	 */"
424,//,,,UCVTF,v,scalar_fixed_point_32_bit_to_double_precision,scalar_fixed_point,32_bit_to_double_precision,,,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x1E030000,,"vucvtfscalar_fixed_point_32_bit_to_double_precision,    ","//		vucvtfscalar_fixed_point_32_bit_to_double_precision,    	/* 0x1E030000	UCVTF     	 */","//		0x1E030000,	/* UCVTF     	vucvtfscalar_fixed_point_32_bit_to_double_precision	 */"
425,//,,,FCVTZS,v,scalar_fixed_point_Double_precision_to_32_bit,scalar_fixed_point,Double_precision_to_32_bit,,,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x1ED80000,,"vfcvtzsscalar_fixed_point_Double_precision_to_32_bit,   ","//		vfcvtzsscalar_fixed_point_Double_precision_to_32_bit,   	/* 0x1ED80000	FCVTZS    	 */","//		0x1ED80000,	/* FCVTZS    	vfcvtzsscalar_fixed_point_Double_precision_to_32_bit	 */"
426,//,,,FCVTZU,v,scalar_fixed_point_Double_precision_to_32_bit,scalar_fixed_point,Double_precision_to_32_bit,,,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x1ED90000,,"vfcvtzuscalar_fixed_point_Double_precision_to_32_bit,   ","//		vfcvtzuscalar_fixed_point_Double_precision_to_32_bit,   	/* 0x1ED90000	FCVTZU    	 */","//		0x1ED90000,	/* FCVTZU    	vfcvtzuscalar_fixed_point_Double_precision_to_32_bit	 */"
427,//,,,SCVTF,v,scalar_fixed_point_64_bit_to_single_precision,scalar_fixed_point,64_bit_to_single_precision,,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x9E020000,,"vscvtfscalar_fixed_point_64_bit_to_single_precision,    ","//		vscvtfscalar_fixed_point_64_bit_to_single_precision,    	/* 0x9E020000	SCVTF     	 */","//		0x9E020000,	/* SCVTF     	vscvtfscalar_fixed_point_64_bit_to_single_precision	 */"
428,//,,,UCVTF,v,scalar_fixed_point_64_bit_to_single_precision,scalar_fixed_point,64_bit_to_single_precision,,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x9E030000,,"vucvtfscalar_fixed_point_64_bit_to_single_precision,    ","//		vucvtfscalar_fixed_point_64_bit_to_single_precision,    	/* 0x9E030000	UCVTF     	 */","//		0x9E030000,	/* UCVTF     	vucvtfscalar_fixed_point_64_bit_to_single_precision	 */"
429,//,,,FCVTZS,v,scalar_fixed_point_Single_precision_to_64_bit,scalar_fixed_point,Single_precision_to_64_bit,,,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x9ED80000,,"vfcvtzsscalar_fixed_point_Single_precision_to_64_bit,   ","//		vfcvtzsscalar_fixed_point_Single_precision_to_64_bit,   	/* 0x9ED80000	FCVTZS    	 */","//		0x9ED80000,	/* FCVTZS    	vfcvtzsscalar_fixed_point_Single_precision_to_64_bit	 */"
430,//,,,FCVTZU,v,scalar_fixed_point_Single_precision_to_64_bit,scalar_fixed_point,Single_precision_to_64_bit,,,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x9ED90000,,"vfcvtzuscalar_fixed_point_Single_precision_to_64_bit,   ","//		vfcvtzuscalar_fixed_point_Single_precision_to_64_bit,   	/* 0x9ED90000	FCVTZU    	 */","//		0x9ED90000,	/* FCVTZU    	vfcvtzuscalar_fixed_point_Single_precision_to_64_bit	 */"
431,//,,,SCVTF,v,scalar_fixed_point_64_bit_to_double_precision,scalar_fixed_point,64_bit_to_double_precision,,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x9E020000,,"vscvtfscalar_fixed_point_64_bit_to_double_precision,    ","//		vscvtfscalar_fixed_point_64_bit_to_double_precision,    	/* 0x9E020000	SCVTF     	 */","//		0x9E020000,	/* SCVTF     	vscvtfscalar_fixed_point_64_bit_to_double_precision	 */"
432,//,,,UCVTF,v,scalar_fixed_point_64_bit_to_double_precision,scalar_fixed_point,64_bit_to_double_precision,,,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x9E030000,,"vucvtfscalar_fixed_point_64_bit_to_double_precision,    ","//		vucvtfscalar_fixed_point_64_bit_to_double_precision,    	/* 0x9E030000	UCVTF     	 */","//		0x9E030000,	/* UCVTF     	vucvtfscalar_fixed_point_64_bit_to_double_precision	 */"
433,//,,,FCVTZS,v,scalar_fixed_point_Double_precision_to_64_bit,scalar_fixed_point,Double_precision_to_64_bit,,,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x9ED80000,,"vfcvtzsscalar_fixed_point_Double_precision_to_64_bit,   ","//		vfcvtzsscalar_fixed_point_Double_precision_to_64_bit,   	/* 0x9ED80000	FCVTZS    	 */","//		0x9ED80000,	/* FCVTZS    	vfcvtzsscalar_fixed_point_Double_precision_to_64_bit	 */"
434,//,,,FCVTZU,v,scalar_fixed_point_Double_precision_to_64_bit,scalar_fixed_point,Double_precision_to_64_bit,,,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,-,-,-,-,-,-,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x9ED90000,,"vfcvtzuscalar_fixed_point_Double_precision_to_64_bit,   ","//		vfcvtzuscalar_fixed_point_Double_precision_to_64_bit,   	/* 0x9ED90000	FCVTZU    	 */","//		0x9ED90000,	/* FCVTZU    	vfcvtzuscalar_fixed_point_Double_precision_to_64_bit	 */"
435,//,,Floating-point conditional compare,,,,,,,,M,0,S,1,1,1,1,0,type,,1,Rm,,,,,cond,,,,0,1,Rn,,,,,op,nzcv,,,,,,,,,,	/* Floating-point conditional compare */,	/* Floating-point conditional compare */
436,//,,,FCCMP,v,Single_precision,,Single_precision,,,0,0,0,1,1,1,1,0,0,0,1,Rm,,,,,cond,,,,0,1,Rn,,,,,0,nzcv,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::cond::::-:-:Rn:::::-:nzcv:::,,0x1E200400,,"vfccmpSingle_precision,                                 ","//		vfccmpSingle_precision,                                 	/* 0x1E200400	FCCMP     	 */","//		0x1E200400,	/* FCCMP     	vfccmpSingle_precision	 */"
